id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13,docs-14,docs-delta-docs-percent-14,docs-percent-14
BHS,2021-05-05,Bahamas,19,-13.6,4.7,89,50.8,22.0,21,40.0,5.2,14,133.3,3.5,85,9.0,21.0,23,35.3,5.7,16,23.1,4.0,44,18.9,10.9,54,-15.6,13.3,6,-53.8,1.5,3,-25.0,0.7,6,50.0,1.5,12,-60.0,3.0,13,62.5,3.2
BHS,2021-05-06,Bahamas,14,-26.3,3.6,76,-14.6,19.6,28,33.3,7.2,12,-14.3,3.1,84,-1.2,21.7,18,-21.7,4.7,18,12.5,4.7,27,-38.6,7.0,57,5.6,14.7,18,200.0,4.7,0,-100.0,0,7,16.7,1.8,20,66.7,5.2,8,-38.5,2.1
BRB,2021-05-01,Barbados,5,0,2.3,83,0,37.9,11,0,5.0,0,0,0,38,0,17.4,9,0,4.1,7,0,3.2,11,0,5.0,23,0,10.5,10,0,4.6,0,0,0,4,0,1.8,14,0,6.4,4,0,1.8
BRB,2021-05-02,Barbados,13,160.0,5.5,57,-31.3,24.3,6,-45.5,2.6,4,100,1.7,37,-2.6,15.7,17,88.9,7.2,9,28.6,3.8,13,18.2,5.5,27,17.4,11.5,9,-10.0,3.8,2,100,0.9,3,-25.0,1.3,33,135.7,14.0,5,25.0,2.1
BRB,2021-05-03,Barbados,15,15.4,5.6,57,0.0,21.3,11,83.3,4.1,3,-25.0,1.1,38,2.7,14.2,11,-35.3,4.1,16,77.8,6.0,12,-7.7,4.5,70,159.3,26.2,12,33.3,4.5,4,100.0,1.5,4,33.3,1.5,11,-66.7,4.1,3,-40.0,1.1
BRB,2021-05-04,Barbados,12,-20.0,5.0,67,17.5,27.8,15,36.4,6.2,4,33.3,1.7,37,-2.6,15.4,11,0.0,4.6,8,-50.0,3.3,5,-58.3,2.1,46,-34.3,19.1,14,16.7,5.8,6,50.0,2.5,1,-75.0,0.4,14,27.3,5.8,1,-66.7,0.4
BRB,2021-05-05,Barbados,11,-8.3,4.5,86,28.4,35.2,9,-40.0,3.7,3,-25.0,1.2,39,5.4,16.0,7,-36.4,2.9,9,12.5,3.7,7,40.0,2.9,32,-30.4,13.1,16,14.3,6.6,0,-100.0,0,5,400.0,2.0,12,-14.3,4.9,8,700.0,3.3
BRB,2021-05-06,Barbados,15,36.4,6.4,53,-38.4,22.5,6,-33.3,2.5,2,-33.3,0.8,57,46.2,24.2,6,-14.3,2.5,14,55.6,5.9,14,100.0,5.9,44,37.5,18.6,7,-56.2,3.0,0,0,0,5,0.0,2.1,8,-33.3,3.4,5,-37.5,2.1
BLZ,2021-05-01,Belice,6,0,5.6,15,0,13.9,5,0,4.6,1,0,0.9,14,0,13.0,5,0,4.6,1,0,0.9,9,0,8.3,15,0,13.9,14,0,13.0,0,0,0,13,0,12.0,6,0,5.6,4,0,3.7
BLZ,2021-05-02,Belice,7,16.7,6.8,14,-6.7,13.6,1,-80.0,1.0,5,400.0,4.9,11,-21.4,10.7,7,40.0,6.8,5,400.0,4.9,4,-55.6,3.9,17,13.3,16.5,11,-21.4,10.7,1,100,1.0,10,-23.1,9.7,8,33.3,7.8,2,-50.0,1.9
BLZ,2021-05-03,Belice,9,28.6,7.4,7,-50.0,5.7,5,400.0,4.1,7,40.0,5.7,9,-18.2,7.4,6,-14.3,4.9,6,20.0,4.9,1,-75.0,0.8,32,88.2,26.2,11,0.0,9.0,2,100.0,1.6,10,0.0,8.2,13,62.5,10.7,4,100.0,3.3
BLZ,2021-05-04,Belice,6,-33.3,4.7,23,228.6,18.0,3,-40.0,2.3,1,-85.7,0.8,18,100.0,14.1,7,16.7,5.5,6,0.0,4.7,15,1400.0,11.7,19,-40.6,14.8,5,-54.5,3.9,0,-100.0,0,11,10.0,8.6,8,-38.5,6.2,6,50.0,4.7
BLZ,2021-05-05,Belice,6,0.0,5.0,27,17.4,22.3,5,66.7,4.1,0,-100.0,0,12,-33.3,9.9,4,-42.9,3.3,5,-16.7,4.1,6,-60.0,5.0,22,15.8,18.2,9,80.0,7.4,1,100,0.8,12,9.1,9.9,10,25.0,8.3,2,-66.7,1.7
BLZ,2021-05-06,Belice,9,50.0,7.0,20,-25.9,15.5,4,-20.0,3.1,1,100,0.8,14,16.7,10.9,5,25.0,3.9,6,20.0,4.7,6,0.0,4.7,24,9.1,18.6,5,-44.4,3.9,3,200.0,2.3,7,-41.7,5.4,23,130.0,17.8,2,0.0,1.6
BOL,2021-05-01,Bolivia,45,0,8.1,62,0,11.2,56,0,10.1,7,0,1.3,258,0,46.4,19,0,3.4,10,0,1.8,40,0,7.2,25,0,4.5,6,0,1.1,11,0,2.0,4,0,0.7,7,0,1.3,6,0,1.1
BOL,2021-05-02,Bolivia,36,-20.0,8.1,50,-19.4,11.3,30,-46.4,6.8,12,71.4,2.7,189,-26.7,42.7,24,26.3,5.4,10,0.0,2.3,22,-45.0,5.0,19,-24.0,4.3,6,0.0,1.4,10,-9.1,2.3,5,25.0,1.1,21,200.0,4.7,9,50.0,2.0
BOL,2021-05-03,Bolivia,62,72.2,9.6,62,24.0,9.6,36,20.0,5.6,13,8.3,2.0,325,72.0,50.5,43,79.2,6.7,12,20.0,1.9,29,31.8,4.5,17,-10.5,2.6,8,33.3,1.2,11,10.0,1.7,3,-40.0,0.5,15,-28.6,2.3,8,-11.1,1.2
BOL,2021-05-04,Bolivia,44,-29.0,6.7,42,-32.3,6.4,31,-13.9,4.7,21,61.5,3.2,368,13.2,56.1,25,-41.9,3.8,10,-16.7,1.5,28,-3.4,4.3,29,70.6,4.4,10,25.0,1.5,5,-54.5,0.8,5,66.7,0.8,25,66.7,3.8,13,62.5,2.0
BOL,2021-05-05,Bolivia,56,27.3,6.3,55,31.0,6.2,103,232.3,11.6,31,47.6,3.5,470,27.7,52.7,26,4.0,2.9,21,110.0,2.4,29,3.6,3.3,33,13.8,3.7,8,-20.0,0.9,10,100.0,1.1,3,-40.0,0.3,36,44.0,4.0,10,-23.1,1.1
BOL,2021-05-06,Bolivia,53,-5.4,6.6,58,5.5,7.2,66,-35.9,8.2,21,-32.3,2.6,402,-14.5,50.2,18,-30.8,2.2,24,14.3,3.0,40,37.9,5.0,41,24.2,5.1,6,-25.0,0.8,11,10.0,1.4,6,100.0,0.8,40,11.1,5.0,14,40.0,1.8
BRA,2021-05-01,Brasil,588,0,12.9,365,0,8.0,474,0,10.4,181,0,4.0,995,0,21.8,318,0,7.0,280,0,6.1,167,0,3.7,268,0,5.9,250,0,5.5,252,0,5.5,34,0,0.7,263,0,5.8,129,0,2.8
BRA,2021-05-02,Brasil,605,2.9,14.2,290,-20.5,6.8,236,-50.2,5.5,263,45.3,6.2,891,-10.5,20.8,350,10.1,8.2,251,-10.4,5.9,111,-33.5,2.6,305,13.8,7.1,253,1.2,5.9,257,2.0,6.0,39,14.7,0.9,304,15.6,7.1,120,-7.0,2.8
BRA,2021-05-03,Brasil,592,-2.1,12.4,374,29.0,7.9,299,26.7,6.3,343,30.4,7.2,1220,36.9,25.6,231,-34.0,4.9,297,18.3,6.2,125,12.6,2.6,418,37.0,8.8,368,45.5,7.7,228,-11.3,4.8,38,-2.6,0.8,113,-62.8,2.4,111,-7.5,2.3
BRA,2021-05-04,Brasil,793,34.0,13.0,309,-17.4,5.1,286,-4.3,4.7,229,-33.2,3.7,1496,22.6,24.5,266,15.2,4.4,1090,267.0,17.8,146,16.8,2.4,433,3.6,7.1,376,2.2,6.2,347,52.2,5.7,61,60.5,1.0,147,30.1,2.4,133,19.8,2.2
BRA,2021-05-05,Brasil,1642,107.1,12.0,1035,235.0,7.6,470,64.3,3.4,383,67.2,2.8,3733,149.5,27.3,1020,283.5,7.5,1154,5.9,8.4,363,148.6,2.7,704,62.6,5.1,809,115.2,5.9,1322,281.0,9.7,72,18.0,0.5,495,236.7,3.6,488,266.9,3.6
BRA,2021-05-06,Brasil,823,-49.9,11.7,699,-32.5,9.9,267,-43.2,3.8,255,-33.4,3.6,2085,-44.1,29.7,243,-76.2,3.5,366,-68.3,5.2,212,-41.6,3.0,422,-40.1,6.0,393,-51.4,5.6,758,-42.7,10.8,49,-31.9,0.7,245,-50.5,3.5,215,-55.9,3.1
CHL,2021-05-01,Chile,187,0,13.7,66,0,4.8,130,0,9.5,44,0,3.2,542,0,39.7,62,0,4.5,46,0,3.4,79,0,5.8,49,0,3.6,42,0,3.1,29,0,2.1,16,0,1.2,63,0,4.6,9,0,0.7
CHL,2021-05-02,Chile,179,-4.3,15.4,76,15.2,6.5,80,-38.5,6.9,47,6.8,4.0,451,-16.8,38.8,53,-14.5,4.6,29,-37.0,2.5,50,-36.7,4.3,73,49.0,6.3,41,-2.4,3.5,19,-34.5,1.6,7,-56.2,0.6,40,-36.5,3.4,18,100.0,1.5
CHL,2021-05-03,Chile,302,68.7,19.9,71,-6.6,4.7,105,31.2,6.9,65,38.3,4.3,536,18.8,35.3,97,83.0,6.4,65,124.1,4.3,60,20.0,4.0,47,-35.6,3.1,49,19.5,3.2,27,42.1,1.8,12,71.4,0.8,70,75.0,4.6,12,-33.3,0.8
CHL,2021-05-04,Chile,218,-27.8,12.2,65,-8.5,3.6,140,33.3,7.8,89,36.9,5.0,740,38.1,41.4,81,-16.5,4.5,102,56.9,5.7,86,43.3,4.8,57,21.3,3.2,57,16.3,3.2,16,-40.7,0.9,6,-50.0,0.3,102,45.7,5.7,27,125.0,1.5
CHL,2021-05-05,Chile,242,11.0,15.0,95,46.2,5.9,140,0.0,8.7,59,-33.7,3.7,567,-23.4,35.2,106,30.9,6.6,75,-26.5,4.7,79,-8.1,4.9,50,-12.3,3.1,73,28.1,4.5,20,25.0,1.2,14,133.3,0.9,75,-26.5,4.7,17,-37.0,1.1
CHL,2021-05-06,Chile,351,45.0,17.7,71,-25.3,3.6,107,-23.6,5.4,50,-15.3,2.5,838,47.8,42.3,164,54.7,8.3,72,-4.0,3.6,58,-26.6,2.9,60,20.0,3.0,56,-23.3,2.8,18,-10.0,0.9,15,7.1,0.8,94,25.3,4.7,26,52.9,1.3
COL,2021-05-01,Colombia,498,0,17.9,323,0,11.6,325,0,11.7,354,0,12.8,658,0,23.7,79,0,2.8,66,0,2.4,90,0,3.2,74,0,2.7,69,0,2.5,65,0,2.3,35,0,1.3,114,0,4.1,25,0,0.9
COL,2021-05-02,Colombia,430,-13.7,15.1,282,-12.7,9.9,320,-1.5,11.2,416,17.5,14.6,703,6.8,24.7,93,17.7,3.3,100,51.5,3.5,92,2.2,3.2,84,13.5,2.9,72,4.3,2.5,81,24.6,2.8,51,45.7,1.8,106,-7.0,3.7,21,-16.0,0.7
COL,2021-05-03,Colombia,339,-21.2,14.3,255,-9.6,10.7,228,-28.7,9.6,214,-48.6,9.0,759,8.0,31.9,69,-25.8,2.9,61,-39.0,2.6,115,25.0,4.8,83,-1.2,3.5,67,-6.9,2.8,54,-33.3,2.3,32,-37.3,1.3,78,-26.4,3.3,22,4.8,0.9
COL,2021-05-04,Colombia,451,33.0,18.1,365,43.1,14.7,217,-4.8,8.7,211,-1.4,8.5,590,-22.3,23.7,73,5.8,2.9,69,13.1,2.8,92,-20.0,3.7,102,22.9,4.1,119,77.6,4.8,64,18.5,2.6,37,15.6,1.5,82,5.1,3.3,16,-27.3,0.6
COL,2021-05-05,Colombia,329,-27.1,14.0,290,-20.5,12.4,242,11.5,10.3,286,35.5,12.2,573,-2.9,24.5,96,31.5,4.1,47,-31.9,2.0,99,7.6,4.2,89,-12.7,3.8,84,-29.4,3.6,55,-14.1,2.3,36,-2.7,1.5,93,13.4,4.0,24,50.0,1.0
COL,2021-05-06,Colombia,308,-6.4,15.4,205,-29.3,10.3,193,-20.2,9.7,118,-58.7,5.9,649,13.3,32.5,71,-26.0,3.6,47,0.0,2.4,67,-32.3,3.4,89,0.0,4.5,74,-11.9,3.7,34,-38.2,1.7,29,-19.4,1.5,87,-6.5,4.4,24,0.0,1.2
CRI,2021-05-01,Costa Rica,68,0,5.3,83,0,6.4,65,0,5.0,20,0,1.6,726,0,56.4,92,0,7.1,28,0,2.2,54,0,4.2,44,0,3.4,37,0,2.9,20,0,1.6,8,0,0.6,31,0,2.4,12,0,0.9
CRI,2021-05-02,Costa Rica,117,72.1,10.7,87,4.8,7.9,46,-29.2,4.2,17,-15.0,1.5,622,-14.3,56.6,67,-27.2,6.1,18,-35.7,1.6,26,-51.9,2.4,23,-47.7,2.1,30,-18.9,2.7,12,-40.0,1.1,6,-25.0,0.5,21,-32.3,1.9,6,-50.0,0.5
CRI,2021-05-03,Costa Rica,85,-27.4,7.8,74,-14.9,6.8,52,13.0,4.7,24,41.2,2.2,576,-7.4,52.6,78,16.4,7.1,35,94.4,3.2,39,50.0,3.6,44,91.3,4.0,30,0.0,2.7,7,-41.7,0.6,12,100.0,1.1,31,47.6,2.8,8,33.3,0.7
CRI,2021-05-04,Costa Rica,94,10.6,7.3,91,23.0,7.0,50,-3.8,3.9,28,16.7,2.2,710,23.3,54.8,78,0.0,6.0,31,-11.4,2.4,47,20.5,3.6,66,50.0,5.1,38,26.7,2.9,17,142.9,1.3,9,-25.0,0.7,32,3.2,2.5,4,-50.0,0.3
CRI,2021-05-05,Costa Rica,63,-33.0,4.6,112,23.1,8.2,47,-6.0,3.5,35,25.0,2.6,752,5.9,55.3,89,14.1,6.5,27,-12.9,2.0,34,-27.7,2.5,82,24.2,6.0,37,-2.6,2.7,28,64.7,2.1,4,-55.6,0.3,41,28.1,3.0,10,150.0,0.7
CRI,2021-05-06,Costa Rica,62,-1.6,4.5,100,-10.7,7.2,65,38.3,4.7,32,-8.6,2.3,793,5.5,57.0,69,-22.5,5.0,24,-11.1,1.7,65,91.2,4.7,82,0.0,5.9,37,0.0,2.7,16,-42.9,1.2,4,0.0,0.3,26,-36.6,1.9,16,60.0,1.2
ECU,2021-05-01,Ecuador,185,0,14.8,43,0,3.4,66,0,5.3,17,0,1.4,718,0,57.6,44,0,3.5,17,0,1.4,50,0,4.0,29,0,2.3,5,0,0.4,17,0,1.4,16,0,1.3,37,0,3.0,3,0,0.2
ECU,2021-05-02,Ecuador,141,-23.8,13.8,28,-34.9,2.7,33,-50.0,3.2,37,117.6,3.6,610,-15.0,59.6,30,-31.8,2.9,17,0.0,1.7,24,-52.0,2.3,29,0.0,2.8,9,80.0,0.9,17,0.0,1.7,8,-50.0,0.8,31,-16.2,3.0,10,233.3,1.0
ECU,2021-05-03,Ecuador,138,-2.1,12.3,32,14.3,2.8,44,33.3,3.9,11,-70.3,1.0,696,14.1,61.9,62,106.7,5.5,24,41.2,2.1,35,45.8,3.1,17,-41.4,1.5,15,66.7,1.3,13,-23.5,1.2,8,0.0,0.7,20,-35.5,1.8,9,-10.0,0.8
ECU,2021-05-04,Ecuador,106,-23.2,9.7,29,-9.4,2.7,39,-11.4,3.6,13,18.2,1.2,705,1.3,64.6,40,-35.5,3.7,26,8.3,2.4,43,22.9,3.9,18,5.9,1.6,16,6.7,1.5,10,-23.1,0.9,3,-62.5,0.3,42,110.0,3.8,1,-88.9,0.1
ECU,2021-05-05,Ecuador,96,-9.4,8.8,38,31.0,3.5,30,-23.1,2.8,20,53.8,1.8,730,3.5,67.2,40,0.0,3.7,12,-53.8,1.1,35,-18.6,3.2,18,0.0,1.7,7,-56.2,0.6,28,180.0,2.6,2,-33.3,0.2,27,-35.7,2.5,4,300.0,0.4
ECU,2021-05-06,Ecuador,87,-9.4,8.3,30,-21.1,2.8,44,46.7,4.2,11,-45.0,1.0,673,-7.8,63.9,70,75.0,6.6,16,33.3,1.5,41,17.1,3.9,27,50.0,2.6,7,0.0,0.7,21,-25.0,2.0,4,100.0,0.4,19,-29.6,1.8,3,-25.0,0.3
SLV,2021-05-01,El Salvador,6,0,2.1,11,0,3.9,10,0,3.5,8,0,2.8,206,0,72.8,12,0,4.2,5,0,1.8,5,0,1.8,6,0,2.1,3,0,1.1,0,0,0,0,0,0,11,0,3.9,0,0,0
SLV,2021-05-02,El Salvador,70,1066.7,12.9,35,218.2,6.4,16,60.0,2.9,21,162.5,3.9,338,64.1,62.1,25,108.3,4.6,8,60.0,1.5,4,-20.0,0.7,4,-33.3,0.7,6,100.0,1.1,7,100,1.3,4,100,0.7,2,-81.8,0.4,4,100,0.7
SLV,2021-05-03,El Salvador,60,-14.3,11.2,18,-48.6,3.4,20,25.0,3.7,9,-57.1,1.7,361,6.8,67.6,18,-28.0,3.4,8,0.0,1.5,6,50.0,1.1,6,50.0,1.1,7,16.7,1.3,6,-14.3,1.1,0,-100.0,0,9,350.0,1.7,6,50.0,1.1
SLV,2021-05-04,El Salvador,54,-10.0,11.1,9,-50.0,1.9,7,-65.0,1.4,10,11.1,2.1,332,-8.0,68.3,23,27.8,4.7,4,-50.0,0.8,4,-33.3,0.8,14,133.3,2.9,5,-28.6,1.0,3,-50.0,0.6,0,0,0,21,133.3,4.3,0,-100.0,0
SLV,2021-05-05,El Salvador,116,114.8,12.3,22,144.4,2.3,30,328.6,3.2,15,50.0,1.6,659,98.5,70.0,28,21.7,3.0,11,175.0,1.2,8,100.0,0.8,18,28.6,1.9,7,40.0,0.7,3,0.0,0.3,0,0,0,23,9.5,2.4,2,100,0.2
SLV,2021-05-06,El Salvador,55,-52.6,11.4,9,-59.1,1.9,5,-83.3,1.0,9,-40.0,1.9,324,-50.8,67.2,21,-25.0,4.4,3,-72.7,0.6,11,37.5,2.3,5,-72.2,1.0,2,-71.4,0.4,2,-33.3,0.4,1,100,0.2,27,17.4,5.6,8,300.0,1.7
GTM,2021-05-01,Guatemala,94,0,8.2,112,0,9.8,79,0,6.9,22,0,1.9,541,0,47.2,75,0,6.5,17,0,1.5,69,0,6.0,49,0,4.3,21,0,1.8,17,0,1.5,9,0,0.8,31,0,2.7,11,0,1.0
GTM,2021-05-02,Guatemala,153,62.8,12.6,92,-17.9,7.6,30,-62.0,2.5,13,-40.9,1.1,628,16.1,51.8,83,10.7,6.8,23,35.3,1.9,38,-44.9,3.1,34,-30.6,2.8,17,-19.0,1.4,10,-41.2,0.8,14,55.6,1.2,41,32.3,3.4,37,236.4,3.1
GTM,2021-05-03,Guatemala,121,-20.9,9.1,123,33.7,9.2,47,56.7,3.5,14,7.7,1.0,720,14.6,54.0,74,-10.8,5.5,28,21.7,2.1,38,0.0,2.8,53,55.9,4.0,39,129.4,2.9,15,50.0,1.1,14,0.0,1.0,28,-31.7,2.1,20,-45.9,1.5
GTM,2021-05-04,Guatemala,180,48.8,11.9,125,1.6,8.3,67,42.6,4.4,39,178.6,2.6,666,-7.5,44.1,99,33.8,6.6,27,-3.6,1.8,87,128.9,5.8,69,30.2,4.6,40,2.6,2.6,18,20.0,1.2,7,-50.0,0.5,76,171.4,5.0,10,-50.0,0.7
GTM,2021-05-05,Guatemala,174,-3.3,10.6,170,36.0,10.4,70,4.5,4.3,20,-48.7,1.2,788,18.3,48.0,99,0.0,6.0,32,18.5,2.0,82,-5.7,5.0,64,-7.2,3.9,30,-25.0,1.8,23,27.8,1.4,11,57.1,0.7,54,-28.9,3.3,23,130.0,1.4
GTM,2021-05-06,Guatemala,165,-5.2,12.3,121,-28.8,9.0,50,-28.6,3.7,27,35.0,2.0,631,-19.9,46.9,99,0.0,7.4,27,-15.6,2.0,60,-26.8,4.5,55,-14.1,4.1,24,-20.0,1.8,16,-30.4,1.2,23,109.1,1.7,42,-22.2,3.1,5,-78.3,0.4
GUY,2021-05-01,Guyana,12,0,7.4,12,0,7.4,7,0,4.3,3,0,1.9,51,0,31.5,14,0,8.6,4,0,2.5,5,0,3.1,24,0,14.8,7,0,4.3,0,0,0,3,0,1.9,19,0,11.7,1,0,0.6
GUY,2021-05-02,Guyana,3,-75.0,2.1,20,66.7,14.3,7,0.0,5.0,3,0.0,2.1,40,-21.6,28.6,18,28.6,12.9,2,-50.0,1.4,7,40.0,5.0,17,-29.2,12.1,4,-42.9,2.9,0,0,0,4,33.3,2.9,12,-36.8,8.6,3,200.0,2.1
GUY,2021-05-03,Guyana,12,300.0,5.9,30,50.0,14.6,6,-14.3,2.9,4,33.3,2.0,58,45.0,28.3,15,-16.7,7.3,2,0.0,1.0,8,14.3,3.9,25,47.1,12.2,12,200.0,5.9,1,100,0.5,4,0.0,2.0,10,-16.7,4.9,18,500.0,8.8
GUY,2021-05-04,Guyana,12,0.0,5.4,25,-16.7,11.2,13,116.7,5.8,5,25.0,2.2,70,20.7,31.2,11,-26.7,4.9,9,350.0,4.0,6,-25.0,2.7,31,24.0,13.8,14,16.7,6.2,1,0.0,0.4,3,-25.0,1.3,19,90.0,8.5,5,-72.2,2.2
GUY,2021-05-05,Guyana,9,-25.0,3.8,20,-20.0,8.5,8,-38.5,3.4,4,-20.0,1.7,68,-2.9,29.1,15,36.4,6.4,6,-33.3,2.6,15,150.0,6.4,37,19.4,15.8,12,-14.3,5.1,4,300.0,1.7,6,100.0,2.6,28,47.4,12.0,2,-60.0,0.9
GUY,2021-05-06,Guyana,11,22.2,4.8,32,60.0,13.9,14,75.0,6.1,6,50.0,2.6,62,-8.8,27.0,3,-80.0,1.3,14,133.3,6.1,22,46.7,9.6,23,-37.8,10.0,8,-33.3,3.5,1,-75.0,0.4,6,0.0,2.6,23,-17.9,10.0,5,150.0,2.2
HTI,2021-05-01,Haití,34,0,7.4,94,0,20.5,31,0,6.8,14,0,3.1,29,0,6.3,6,0,1.3,26,0,5.7,169,0,36.9,3,0,0.7,6,0,1.3,12,0,2.6,15,0,3.3,9,0,2.0,10,0,2.2
HTI,2021-05-02,Haití,19,-44.1,4.6,111,18.1,26.7,12,-61.3,2.9,8,-42.9,1.9,66,127.6,15.9,13,116.7,3.1,13,-50.0,3.1,114,-32.5,27.5,2,-33.3,0.5,1,-83.3,0.2,8,-33.3,1.9,21,40.0,5.1,9,0.0,2.2,18,80.0,4.3
HTI,2021-05-03,Haití,33,73.7,6.5,150,35.1,29.5,13,8.3,2.6,14,75.0,2.8,41,-37.9,8.1,12,-7.7,2.4,16,23.1,3.1,150,31.6,29.5,4,100.0,0.8,1,0.0,0.2,18,125.0,3.5,10,-52.4,2.0,5,-44.4,1.0,42,133.3,8.3
HTI,2021-05-04,Haití,24,-27.3,5.6,76,-49.3,17.7,12,-7.7,2.8,19,35.7,4.4,52,26.8,12.1,17,41.7,4.0,18,12.5,4.2,138,-8.0,32.1,3,-25.0,0.7,3,200.0,0.7,19,5.6,4.4,13,30.0,3.0,8,60.0,1.9,28,-33.3,6.5
HTI,2021-05-05,Haití,31,29.2,7.1,110,44.7,25.2,19,58.3,4.3,18,-5.3,4.1,33,-36.5,7.6,13,-23.5,3.0,12,-33.3,2.7,130,-5.8,29.7,4,33.3,0.9,4,33.3,0.9,22,15.8,5.0,5,-61.5,1.1,8,0.0,1.8,28,0.0,6.4
HTI,2021-05-06,Haití,25,-19.4,6.3,76,-30.9,19.0,19,0.0,4.8,15,-16.7,3.8,45,36.4,11.3,16,23.1,4.0,40,233.3,10.0,109,-16.2,27.3,4,0.0,1.0,1,-75.0,0.3,11,-50.0,2.8,16,220.0,4.0,6,-25.0,1.5,16,-42.9,4.0
