id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
ARG,2020-06-16,Argentina,292,16.8,11.2,115,62.0,4.4,350,8.0,13.4,250,10.6,9.6,776,30.4,29.8,281,25.4,10.8,108,86.2,4.1,33,-19.5,1.3,123,32.3,4.7,24,20.0,0.9,18,5.9,0.7,210,6.6,8.1,23,43.8,0.9
ARG,2020-06-17,Argentina,259,-11.3,8.1,124,7.8,3.9,407,16.3,12.7,367,46.8,11.5,986,27.1,30.8,372,32.4,11.6,172,59.3,5.4,44,33.3,1.4,121,-1.6,3.8,35,45.8,1.1,23,27.8,0.7,268,27.6,8.4,20,-13.0,0.6
ARG,2020-06-18,Argentina,241,-6.9,8.3,132,6.5,4.6,412,1.2,14.2,446,21.5,15.4,754,-23.5,26.0,263,-29.3,9.1,139,-19.2,4.8,66,50.0,2.3,123,1.7,4.2,30,-14.3,1.0,13,-43.5,0.4,239,-10.8,8.2,41,105.0,1.4
ARG,2020-06-19,Argentina,281,16.6,9.5,111,-15.9,3.8,387,-6.1,13.1,329,-26.2,11.1,906,20.2,30.7,315,19.8,10.7,117,-15.8,4.0,49,-25.8,1.7,178,44.7,6.0,31,3.3,1.0,14,7.7,0.5,210,-12.1,7.1,25,-39.0,0.8
ARG,2020-06-20,Argentina,163,-42.0,7.7,80,-27.9,3.8,278,-28.2,13.2,298,-9.4,14.1,634,-30.0,30.0,202,-35.9,9.6,74,-36.8,3.5,32,-34.7,1.5,114,-36.0,5.4,39,25.8,1.8,9,-35.7,0.4,168,-20.0,8.0,19,-24.0,0.9
ARG,2020-06-21,Argentina,105,-35.6,7.8,45,-43.8,3.4,190,-31.7,14.1,196,-34.2,14.6,424,-33.1,31.6,142,-29.7,10.6,42,-43.2,3.1,14,-56.2,1.0,65,-43.0,4.8,14,-64.1,1.0,12,33.3,0.9,81,-51.8,6.0,13,-31.6,1.0
ARG,2020-06-22,Argentina,215,104.8,7.9,122,171.1,4.5,358,88.4,13.2,343,75.0,12.6,829,95.5,30.5,319,124.6,11.7,123,192.9,4.5,30,114.3,1.1,152,133.8,5.6,31,121.4,1.1,11,-8.3,0.4,168,107.4,6.2,16,23.1,0.6
ARG,2020-06-23,Argentina,232,7.9,7.4,156,27.9,5.0,450,25.7,14.3,441,28.6,14.0,847,2.2,26.9,325,1.9,10.3,117,-4.9,3.7,40,33.3,1.3,257,69.1,8.2,24,-22.6,0.8,15,36.4,0.5,218,29.8,6.9,28,75.0,0.9
ARG,2020-06-24,Argentina,600,158.6,10.3,295,89.1,5.1,897,99.3,15.4,737,67.1,12.7,1468,73.3,25.2,641,97.2,11.0,192,64.1,3.3,130,225.0,2.2,349,35.8,6.0,64,166.7,1.1,34,126.7,0.6,366,67.9,6.3,47,67.9,0.8
ARG,2020-06-25,Argentina,740,23.3,12.3,271,-8.1,4.5,886,-1.2,14.7,675,-8.4,11.2,1380,-6.0,22.9,809,26.2,13.4,235,22.4,3.9,148,13.8,2.5,352,0.9,5.8,81,26.6,1.3,37,8.8,0.6,351,-4.1,5.8,70,48.9,1.2
ARG,2020-06-26,Argentina,781,5.5,10.6,406,49.8,5.5,1427,61.1,19.4,853,26.4,11.6,1353,-2.0,18.4,1098,35.7,15.0,271,15.3,3.7,113,-23.6,1.5,408,15.9,5.6,104,28.4,1.4,45,21.6,0.6,402,14.5,5.5,81,15.7,1.1
ARG,2020-06-27,Argentina,501,-35.9,10.2,272,-33.0,5.5,986,-30.9,20.0,564,-33.9,11.4,866,-36.0,17.6,803,-26.9,16.3,110,-59.4,2.2,66,-41.6,1.3,297,-27.2,6.0,68,-34.6,1.4,36,-20.0,0.7,295,-26.6,6.0,65,-19.8,1.3
ARG,2020-06-28,Argentina,465,-7.2,12.2,143,-47.4,3.7,680,-31.0,17.8,482,-14.5,12.6,815,-5.9,21.3,569,-29.1,14.9,60,-45.5,1.6,49,-25.8,1.3,196,-34.0,5.1,55,-19.1,1.4,20,-44.4,0.5,248,-15.9,6.5,40,-38.5,1.0
ARG,2020-06-29,Argentina,731,57.2,13.7,212,48.3,4.0,1019,49.9,19.1,636,32.0,11.9,876,7.5,16.4,977,71.7,18.3,180,200.0,3.4,85,73.5,1.6,213,8.7,4.0,68,23.6,1.3,33,65.0,0.6,267,7.7,5.0,51,27.5,1.0
ARG,2020-06-30,Argentina,603,-17.5,11.9,243,14.6,4.8,874,-14.2,17.3,654,2.8,12.9,866,-1.1,17.1,837,-14.3,16.6,202,12.2,4.0,99,16.5,2.0,269,26.3,5.3,61,-10.3,1.2,41,24.2,0.8,248,-7.1,4.9,59,15.7,1.2
BHS,2020-06-01,Bahamas,125,0,26.8,17,0,3.6,28,0,6.0,113,0,24.2,19,0,4.1,8,0,1.7,6,0,1.3,39,0,8.4,21,0,4.5,32,0,6.9,4,0,0.9,34,0,7.3,20,0,4.3
BHS,2020-06-02,Bahamas,147,17.6,30.4,10,-41.2,2.1,31,10.7,6.4,119,5.3,24.6,7,-63.2,1.4,11,37.5,2.3,7,16.7,1.4,45,15.4,9.3,42,100.0,8.7,9,-71.9,1.9,2,-50.0,0.4,37,8.8,7.7,16,-20.0,3.3
BHS,2020-06-03,Bahamas,104,-29.3,27.7,7,-30.0,1.9,28,-9.7,7.5,90,-24.4,24.0,9,28.6,2.4,4,-63.6,1.1,10,42.9,2.7,43,-4.4,11.5,25,-40.5,6.7,8,-11.1,2.1,1,-50.0,0.3,29,-21.6,7.7,17,6.2,4.5
BHS,2020-06-04,Bahamas,86,-17.3,14.6,23,228.6,3.9,32,14.3,5.4,101,12.2,17.2,11,22.2,1.9,9,125.0,1.5,9,-10.0,1.5,194,351.2,33.0,44,76.0,7.5,20,150.0,3.4,5,400.0,0.9,29,0.0,4.9,25,47.1,4.3
BHS,2020-06-05,Bahamas,79,-8.1,15.9,13,-43.5,2.6,63,96.9,12.7,71,-29.7,14.3,10,-9.1,2.0,8,-11.1,1.6,7,-22.2,1.4,183,-5.7,36.9,23,-47.7,4.6,4,-80.0,0.8,2,-60.0,0.4,26,-10.3,5.2,7,-72.0,1.4
BHS,2020-06-06,Bahamas,71,-10.1,24.4,7,-46.2,2.4,23,-63.5,7.9,79,11.3,27.1,9,-10.0,3.1,10,25.0,3.4,6,-14.3,2.1,25,-86.3,8.6,20,-13.0,6.9,9,125.0,3.1,2,0.0,0.7,15,-42.3,5.2,15,114.3,5.2
BHS,2020-06-07,Bahamas,53,-25.4,19.6,8,14.3,3.0,38,65.2,14.0,79,0.0,29.2,3,-66.7,1.1,3,-70.0,1.1,5,-16.7,1.8,24,-4.0,8.9,15,-25.0,5.5,11,22.2,4.1,5,150.0,1.8,15,0.0,5.5,12,-20.0,4.4
BHS,2020-06-08,Bahamas,89,67.9,28.9,6,-25.0,1.9,20,-47.4,6.5,95,20.3,30.8,6,100.0,1.9,3,0.0,1.0,10,100.0,3.2,26,8.3,8.4,22,46.7,7.1,7,-36.4,2.3,1,-80.0,0.3,14,-6.7,4.5,9,-25.0,2.9
BHS,2020-06-09,Bahamas,52,-41.6,19.0,7,16.7,2.6,27,35.0,9.9,82,-13.7,30.0,9,50.0,3.3,7,133.3,2.6,3,-70.0,1.1,26,0.0,9.5,29,31.8,10.6,6,-14.3,2.2,1,0.0,0.4,9,-35.7,3.3,15,66.7,5.5
BHS,2020-06-10,Bahamas,43,-17.3,13.9,13,85.7,4.2,38,40.7,12.3,121,47.6,39.2,7,-22.2,2.3,1,-85.7,0.3,9,200.0,2.9,23,-11.5,7.4,12,-58.6,3.9,5,-16.7,1.6,15,1400.0,4.9,15,66.7,4.9,7,-53.3,2.3
BHS,2020-06-11,Bahamas,62,44.2,17.4,13,0.0,3.7,46,21.1,12.9,118,-2.5,33.1,12,71.4,3.4,8,700.0,2.2,8,-11.1,2.2,26,13.0,7.3,16,33.3,4.5,13,160.0,3.7,2,-86.7,0.6,22,46.7,6.2,10,42.9,2.8
BHS,2020-06-12,Bahamas,42,-32.3,14.4,13,0.0,4.5,21,-54.3,7.2,117,-0.8,40.2,15,25.0,5.2,6,-25.0,2.1,5,-37.5,1.7,30,15.4,10.3,18,12.5,6.2,5,-61.5,1.7,3,50.0,1.0,9,-59.1,3.1,7,-30.0,2.4
BHS,2020-06-13,Bahamas,39,-7.1,11.0,17,30.8,4.8,21,0.0,5.9,184,57.3,51.8,2,-86.7,0.6,12,100.0,3.4,5,0.0,1.4,21,-30.0,5.9,26,44.4,7.3,6,20.0,1.7,1,-66.7,0.3,12,33.3,3.4,9,28.6,2.5
BHS,2020-06-14,Bahamas,61,56.4,23.4,4,-76.5,1.5,58,176.2,22.2,58,-68.5,22.2,5,150.0,1.9,6,-50.0,2.3,4,-20.0,1.5,16,-23.8,6.1,19,-26.9,7.3,7,16.7,2.7,2,100.0,0.8,14,16.7,5.4,7,-22.2,2.7
BHS,2020-06-15,Bahamas,41,-32.8,15.5,4,0.0,1.5,23,-60.3,8.7,98,69.0,37.0,11,120.0,4.2,6,0.0,2.3,9,125.0,3.4,17,6.2,6.4,27,42.1,10.2,6,-14.3,2.3,3,50.0,1.1,14,0.0,5.3,6,-14.3,2.3
BHS,2020-06-16,Bahamas,37,-9.8,12.6,12,200.0,4.1,33,43.5,11.3,100,2.0,34.1,14,27.3,4.8,2,-66.7,0.7,14,55.6,4.8,33,94.1,11.3,13,-51.9,4.4,11,83.3,3.8,0,-100.0,0,15,7.1,5.1,9,50.0,3.1
BHS,2020-06-17,Bahamas,46,24.3,13.6,5,-58.3,1.5,48,45.5,14.2,104,4.0,30.7,10,-28.6,2.9,8,300.0,2.4,13,-7.1,3.8,31,-6.1,9.1,33,153.8,9.7,5,-54.5,1.5,4,100,1.2,22,46.7,6.5,10,11.1,2.9
BHS,2020-06-18,Bahamas,33,-28.3,14.4,9,80.0,3.9,31,-35.4,13.5,76,-26.9,33.2,6,-40.0,2.6,2,-75.0,0.9,7,-46.2,3.1,23,-25.8,10.0,22,-33.3,9.6,4,-20.0,1.7,1,-75.0,0.4,8,-63.6,3.5,7,-30.0,3.1
BHS,2020-06-19,Bahamas,27,-18.2,12.6,12,33.3,5.6,25,-19.4,11.7,65,-14.5,30.4,13,116.7,6.1,3,50.0,1.4,7,0.0,3.3,19,-17.4,8.9,13,-40.9,6.1,7,75.0,3.3,2,100.0,0.9,12,50.0,5.6,9,28.6,4.2
BHS,2020-06-20,Bahamas,31,14.8,14.8,9,-25.0,4.3,26,4.0,12.4,66,1.5,31.6,6,-53.8,2.9,8,166.7,3.8,2,-71.4,1.0,19,0.0,9.1,19,46.2,9.1,3,-57.1,1.4,1,-50.0,0.5,13,8.3,6.2,6,-33.3,2.9
BHS,2020-06-21,Bahamas,21,-32.3,10.2,12,33.3,5.8,50,92.3,24.3,59,-10.6,28.6,6,0.0,2.9,5,-37.5,2.4,4,100.0,1.9,10,-47.4,4.9,13,-31.6,6.3,2,-33.3,1.0,2,100.0,1.0,10,-23.1,4.9,12,100.0,5.8
BHS,2020-06-22,Bahamas,39,85.7,13.1,14,16.7,4.7,43,-14.0,14.4,108,83.1,36.2,17,183.3,5.7,7,40.0,2.3,6,50.0,2.0,23,130.0,7.7,18,38.5,6.0,10,400.0,3.4,3,50.0,1.0,8,-20.0,2.7,2,-83.3,0.7
BHS,2020-06-23,Bahamas,46,17.9,17.2,14,0.0,5.2,30,-30.2,11.2,82,-24.1,30.6,19,11.8,7.1,7,0.0,2.6,7,16.7,2.6,20,-13.0,7.5,17,-5.6,6.3,8,-20.0,3.0,3,0.0,1.1,11,37.5,4.1,4,100.0,1.5
BHS,2020-06-24,Bahamas,66,43.5,15.7,17,21.4,4.0,38,26.7,9.0,115,40.2,27.3,19,0.0,4.5,20,185.7,4.8,5,-28.6,1.2,51,155.0,12.1,25,47.1,5.9,12,50.0,2.9,6,100.0,1.4,19,72.7,4.5,28,600.0,6.7
BHS,2020-06-25,Bahamas,97,47.0,14.4,19,11.8,2.8,43,13.2,6.4,207,80.0,30.7,32,68.4,4.7,22,10.0,3.3,6,20.0,0.9,76,49.0,11.3,33,32.0,4.9,28,133.3,4.2,13,116.7,1.9,38,100.0,5.6,60,114.3,8.9
BHS,2020-06-26,Bahamas,83,-14.4,12.2,17,-10.5,2.5,68,58.1,10.0,187,-9.7,27.4,21,-34.4,3.1,36,63.6,5.3,5,-16.7,0.7,107,40.8,15.7,37,12.1,5.4,35,25.0,5.1,6,-53.8,0.9,26,-31.6,3.8,55,-8.3,8.1
BHS,2020-06-27,Bahamas,56,-32.5,11.6,19,11.8,3.9,42,-38.2,8.7,110,-41.2,22.8,19,-9.5,3.9,17,-52.8,3.5,3,-40.0,0.6,54,-49.5,11.2,54,45.9,11.2,32,-8.6,6.6,13,116.7,2.7,26,0.0,5.4,38,-30.9,7.9
BHS,2020-06-28,Bahamas,78,39.3,17.6,17,-10.5,3.8,21,-50.0,4.8,91,-17.3,20.6,15,-21.1,3.4,16,-5.9,3.6,2,-33.3,0.5,56,3.7,12.7,54,0.0,12.2,20,-37.5,4.5,4,-69.2,0.9,23,-11.5,5.2,45,18.4,10.2
BHS,2020-06-29,Bahamas,93,19.2,14.8,16,-5.9,2.5,30,42.9,4.8,190,108.8,30.3,19,26.7,3.0,34,112.5,5.4,11,450.0,1.8,76,35.7,12.1,37,-31.5,5.9,24,20.0,3.8,4,0.0,0.6,39,69.6,6.2,55,22.2,8.8
BHS,2020-06-30,Bahamas,118,26.9,16.8,17,6.2,2.4,44,46.7,6.3,223,17.4,31.8,45,136.8,6.4,24,-29.4,3.4,11,0.0,1.6,78,2.6,11.1,33,-10.8,4.7,21,-12.5,3.0,9,125.0,1.3,32,-17.9,4.6,47,-14.5,6.7
BRB,2020-06-01,Barbados,35,0,17.3,10,0,5.0,6,0,3.0,68,0,33.7,9,0,4.5,9,0,4.5,1,0,0.5,12,0,5.9,23,0,11.4,6,0,3.0,4,0,2.0,13,0,6.4,6,0,3.0
BRB,2020-06-02,Barbados,34,-2.9,13.9,5,-50.0,2.0,12,100.0,4.9,73,7.4,29.9,4,-55.6,1.6,8,-11.1,3.3,3,200.0,1.2,15,25.0,6.1,26,13.0,10.7,13,116.7,5.3,2,-50.0,0.8,40,207.7,16.4,9,50.0,3.7
BRB,2020-06-03,Barbados,26,-23.5,11.1,7,40.0,3.0,20,66.7,8.5,51,-30.1,21.7,9,125.0,3.8,14,75.0,6.0,4,33.3,1.7,28,86.7,11.9,37,42.3,15.7,15,15.4,6.4,3,50.0,1.3,12,-70.0,5.1,9,0.0,3.8
BRB,2020-06-04,Barbados,23,-11.5,12.4,9,28.6,4.8,16,-20.0,8.6,60,17.6,32.3,3,-66.7,1.6,4,-71.4,2.2,4,0.0,2.2,17,-39.3,9.1,16,-56.8,8.6,4,-73.3,2.2,0,-100.0,0,27,125.0,14.5,3,-66.7,1.6
BRB,2020-06-05,Barbados,17,-26.1,8.1,26,188.9,12.4,27,68.8,12.9,62,3.3,29.5,6,100.0,2.9,11,175.0,5.2,5,25.0,2.4,18,5.9,8.6,16,0.0,7.6,5,25.0,2.4,5,100,2.4,7,-74.1,3.3,5,66.7,2.4
BRB,2020-06-06,Barbados,36,111.8,23.5,10,-61.5,6.5,13,-51.9,8.5,42,-32.3,27.5,4,-33.3,2.6,7,-36.4,4.6,4,-20.0,2.6,8,-55.6,5.2,12,-25.0,7.8,8,60.0,5.2,2,-60.0,1.3,4,-42.9,2.6,3,-40.0,2.0
BRB,2020-06-07,Barbados,18,-50.0,12.0,12,20.0,8.0,21,61.5,14.0,48,14.3,32.0,3,-25.0,2.0,5,-28.6,3.3,1,-75.0,0.7,12,50.0,8.0,9,-25.0,6.0,11,37.5,7.3,1,-50.0,0.7,5,25.0,3.3,4,33.3,2.7
BRB,2020-06-08,Barbados,39,116.7,22.5,10,-16.7,5.8,16,-23.8,9.2,45,-6.2,26.0,2,-33.3,1.2,12,140.0,6.9,1,0.0,0.6,11,-8.3,6.4,11,22.2,6.4,7,-36.4,4.0,3,200.0,1.7,10,100.0,5.8,6,50.0,3.5
BRB,2020-06-09,Barbados,11,-71.8,7.7,16,60.0,11.2,11,-31.2,7.7,49,8.9,34.3,8,300.0,5.6,5,-58.3,3.5,3,200.0,2.1,12,9.1,8.4,14,27.3,9.8,4,-42.9,2.8,3,0.0,2.1,7,-30.0,4.9,0,-100.0,0
BRB,2020-06-10,Barbados,18,63.6,9.7,12,-25.0,6.5,16,45.5,8.6,66,34.7,35.7,3,-62.5,1.6,5,0.0,2.7,1,-66.7,0.5,17,41.7,9.2,16,14.3,8.6,7,75.0,3.8,15,400.0,8.1,6,-14.3,3.2,3,100,1.6
BRB,2020-06-11,Barbados,14,-22.2,6.5,17,41.7,7.9,27,68.8,12.5,104,57.6,48.1,7,133.3,3.2,6,20.0,2.8,1,0.0,0.5,9,-47.1,4.2,14,-12.5,6.5,5,-28.6,2.3,0,-100.0,0,9,50.0,4.2,3,0.0,1.4
BRB,2020-06-12,Barbados,10,-28.6,6.5,5,-70.6,3.3,12,-55.6,7.8,70,-32.7,45.8,5,-28.6,3.3,12,100.0,7.8,2,100.0,1.3,7,-22.2,4.6,10,-28.6,6.5,5,0.0,3.3,1,100,0.7,10,11.1,6.5,4,33.3,2.6
BRB,2020-06-13,Barbados,15,50.0,11.3,11,120.0,8.3,3,-75.0,2.3,57,-18.6,42.9,1,-80.0,0.8,5,-58.3,3.8,3,50.0,2.3,6,-14.3,4.5,15,50.0,11.3,5,0.0,3.8,1,0.0,0.8,9,-10.0,6.8,2,-50.0,1.5
BRB,2020-06-14,Barbados,12,-20.0,8.8,11,0.0,8.1,34,1033.3,25.0,35,-38.6,25.7,4,300.0,2.9,2,-60.0,1.5,4,33.3,2.9,7,16.7,5.1,9,-40.0,6.6,3,-40.0,2.2,2,100.0,1.5,11,22.2,8.1,2,0.0,1.5
BRB,2020-06-15,Barbados,13,8.3,9.3,9,-18.2,6.4,8,-76.5,5.7,59,68.6,42.1,8,100.0,5.7,1,-50.0,0.7,5,25.0,3.6,4,-42.9,2.9,15,66.7,10.7,4,33.3,2.9,1,-50.0,0.7,7,-36.4,5.0,6,200.0,4.3
BRB,2020-06-16,Barbados,16,23.1,10.0,14,55.6,8.8,13,62.5,8.1,64,8.5,40.0,11,37.5,6.9,3,200.0,1.9,3,-40.0,1.9,8,100.0,5.0,13,-13.3,8.1,2,-50.0,1.2,2,100.0,1.2,5,-28.6,3.1,6,0.0,3.8
BRB,2020-06-17,Barbados,6,-62.5,3.2,13,-7.1,7.0,21,61.5,11.4,89,39.1,48.1,2,-81.8,1.1,5,66.7,2.7,8,166.7,4.3,16,100.0,8.6,11,-15.4,5.9,2,0.0,1.1,3,50.0,1.6,5,0.0,2.7,4,-33.3,2.2
BRB,2020-06-18,Barbados,7,16.7,4.4,8,-38.5,5.0,14,-33.3,8.8,70,-21.3,43.8,7,250.0,4.4,4,-20.0,2.5,5,-37.5,3.1,11,-31.2,6.9,10,-9.1,6.2,6,200.0,3.8,1,-66.7,0.6,11,120.0,6.9,6,50.0,3.8
BRB,2020-06-19,Barbados,12,71.4,7.3,9,12.5,5.5,17,21.4,10.3,83,18.6,50.3,4,-42.9,2.4,8,100.0,4.8,5,0.0,3.0,4,-63.6,2.4,10,0.0,6.1,6,0.0,3.6,0,-100.0,0,5,-54.5,3.0,2,-66.7,1.2
BRB,2020-06-20,Barbados,12,0.0,7.4,11,22.2,6.7,6,-64.7,3.7,58,-30.1,35.6,1,-75.0,0.6,6,-25.0,3.7,2,-60.0,1.2,32,700.0,19.6,13,30.0,8.0,3,-50.0,1.8,2,100,1.2,14,180.0,8.6,3,50.0,1.8
BRB,2020-06-21,Barbados,10,-16.7,7.2,2,-81.8,1.4,22,266.7,15.9,63,8.6,45.7,5,400.0,3.6,4,-33.3,2.9,1,-50.0,0.7,8,-75.0,5.8,12,-7.7,8.7,2,-33.3,1.4,0,-100.0,0,5,-64.3,3.6,4,33.3,2.9
BRB,2020-06-22,Barbados,9,-10.0,5.7,4,100.0,2.5,11,-50.0,7.0,77,22.2,48.7,4,-20.0,2.5,2,-50.0,1.3,3,200.0,1.9,16,100.0,10.1,16,33.3,10.1,8,300.0,5.1,1,100,0.6,7,40.0,4.4,0,-100.0,0
BRB,2020-06-23,Barbados,10,11.1,7.2,3,-25.0,2.2,11,0.0,7.9,64,-16.9,46.0,4,0.0,2.9,6,200.0,4.3,4,33.3,2.9,11,-31.2,7.9,10,-37.5,7.2,6,-25.0,4.3,4,300.0,2.9,2,-71.4,1.4,4,100,2.9
BRB,2020-06-24,Barbados,33,230.0,11.1,10,233.3,3.4,20,81.8,6.8,102,59.4,34.5,5,25.0,1.7,8,33.3,2.7,5,25.0,1.7,31,181.8,10.5,23,130.0,7.8,34,466.7,11.5,6,50.0,2.0,9,350.0,3.0,10,150.0,3.4
BRB,2020-06-25,Barbados,142,330.3,27.5,16,60.0,3.1,31,55.0,6.0,139,36.3,26.9,9,80.0,1.7,13,62.5,2.5,4,-20.0,0.8,46,48.4,8.9,18,-21.7,3.5,44,29.4,8.5,8,33.3,1.6,19,111.1,3.7,27,170.0,5.2
BRB,2020-06-26,Barbados,33,-76.8,7.8,10,-37.5,2.4,30,-3.2,7.1,161,15.8,38.2,8,-11.1,1.9,39,200.0,9.3,7,75.0,1.7,40,-13.0,9.5,15,-16.7,3.6,23,-47.7,5.5,5,-37.5,1.2,18,-5.3,4.3,32,18.5,7.6
BRB,2020-06-27,Barbados,21,-36.4,5.3,9,-10.0,2.3,28,-6.7,7.1,108,-32.9,27.5,10,25.0,2.5,13,-66.7,3.3,3,-57.1,0.8,48,20.0,12.2,29,93.3,7.4,46,100.0,11.7,4,-20.0,1.0,41,127.8,10.4,33,3.1,8.4
